source_domain,source_slug,dead_destination_domain,dead_destination_slug,link_label,source_gsc_impressions,source_gsc_clicks,recommended_replacement_slug,recommendation_type,similarity_note,notes,phase1_action
dismissal,dismissal-bonus-cut-disguised-discharge,wage,wage-performance-bonus-employment,성과급 임금성 판단,,,unpaid-wage-performance-bonus-claim,replace,similarity=0.71,,replace
dismissal,dismissal-blacklist-industry-block,dismissal,dismissal-employment-stability-law,직업안정법 제40조 채용 방해,,,dismissal-employee-security-leak-fired,replace_low,similarity=0.69,,replace
dismissal,dismissal-blacklist-industry-block,dismissal,dismissal-reference-check-consent,평판조회 동의와 개인정보,,,dismissal-unfair-evidence-collection,replace_low,similarity=0.64,,replace
dismissal,dismissal-blacklist-industry-block,defamation,defamation-criminal-complaint-procedure,명예훼손 형사 고소 절차,,,defamation-complaint-prep,replace,similarity=0.75,,replace
dismissal,dismissal-blacklist-industry-block,dismissal,dismissal-business-interference-review,업무방해죄 검토 포인트,,,dismissal-business-transfer-employment-succession-refused,replace_low,similarity=0.65,,replace
dismissal,dismissal-meeting-recording-fired,dismissal,dismissal-procedure-flaw-30day,해고 절차 흠결 30일 예고,,,dismissal-notice-pay,replace_low,similarity=0.64,,replace
dismissal,dismissal-meeting-recording-fired,dismissal,dismissal-written-notice-violation,서면 해고통보 의무 위반,,,dismissal-union-office-eviction,replace,similarity=0.74,,replace
dismissal,dismissal-meeting-recording-fired,dismissal,dismissal-workplace-bullying-report,직장 내 괴롭힘 신고 절차,,,dismissal-workplace-closure-layoff,replace_low,similarity=0.70,,replace
dismissal,dismissal-meeting-recording-fired,dismissal,dismissal-recording-evidence-ability,녹음의 증거능력 판단,,,dismissal-probation-extension-legality,replace_low,similarity=0.65,,replace
dismissal,dismissal-coworker-feud-pretext,dismissal,dismissal-proportionality-progressive,비례원칙과 단계적 징계,,,dismissal-disciplinary-excessive,replace_low,similarity=0.64,,replace
dismissal,dismissal-coworker-feud-pretext,dismissal,dismissal-workplace-bullying-report,직장 내 괴롭힘 신고 절차,,,dismissal-workplace-closure-layoff,replace_low,similarity=0.70,,replace
dismissal,dismissal-coworker-feud-pretext,dismissal,dismissal-discriminatory-action-relief,차별 처분 다툼 포인트,,,dismissal-disability-accommodation-fail-relief,replace,similarity=0.74,,replace
dismissal,dismissal-coworker-feud-pretext,dismissal,dismissal-warning-letter-relation,시말서·경고와 해고의 관계,,,dismissal-warning-letter-cumulative-validity,replace,similarity=0.75,,replace
dismissal,dismissal-pregnancy-period-protect,dismissal,dismissal-equal-employment-act-11,남녀고용평등법 제11조,,,dismissal-yellow-envelope-act-2026,replace_low,similarity=0.66,,replace
dismissal,dismissal-pregnancy-period-protect,dismissal,dismissal-maternity-leave-90,산전후휴가 90일 보장,,,dismissal-maternity-return-fired,replace,similarity=0.73,,replace
dismissal,dismissal-pregnancy-period-protect,dismissal,dismissal-childcare-leave-return,육아휴직 후 복귀 보호,,,dismissal-sick-leave-return-fired,replace,similarity=0.74,,replace
dismissal,dismissal-pregnancy-period-protect,dismissal,dismissal-probation-relief,시용기간 중 부당해고,,,dismissal-probation-skill-deficient-relief,replace,similarity=0.76,,replace
wage,wage-team-leader-overtime-strip,wage,wage-supervisor-recognition,관리감독자 인정 4요건,,,unpaid-wage-after-resignation,replace_low,similarity=0.57,,replace
wage,wage-team-leader-overtime-strip,wage,wage-comprehensive-agreement-limit,포괄임금 약정의 한계,,,wage-comprehensive-legal-test,replace_low,similarity=0.70,,replace
wage,wage-team-leader-overtime-strip,wage,wage-overtime-night-holiday,연장·야간·휴일 가산임금,,,wage-overtime-unpaid-claim,replace_low,similarity=0.68,,replace
wage,wage-team-leader-overtime-strip,wage,wage-labor-office-petition,임금체불 노동청 진정,,,delayed-salary-labor-office-report,replace_low,similarity=0.60,,replace
wage,wage-team-leader-overtime-strip,wage,wage-certified-mail-template,내용증명 작성 요령,,,wage-comprehensive-legal-test,replace_low,similarity=0.56,,replace
wage,wage-bonus-vesting-departure,wage,wage-regular-bonus-ordinary,정기상여금 통상임금 산입,,,wage-regular-bonus-ordinary-wage-claim,replace,similarity=0.83,,replace
wage,wage-bonus-vesting-departure,wage,wage-rules-disadvantage-change,취업규칙 불이익변경 절차,,,wage-regular-bonus-ordinary-wage-claim,replace_low,similarity=0.56,,replace
wage,wage-bonus-vesting-departure,wage,wage-labor-office-petition,임금체불 노동청 진정,,,delayed-salary-labor-office-report,replace_low,similarity=0.60,,replace
wage,wage-bonus-vesting-departure,retirement,retirement-recalculation-claim,퇴직금 재산정 차액 청구,,,retirement-recalculation-wrong-amount,replace,similarity=0.81,,replace
wage,wage-bonus-vesting-departure,wage,wage-certified-mail-template,내용증명 작성 요령,,,wage-comprehensive-legal-test,replace_low,similarity=0.56,,replace
wage,wage-pogual-equity-pretext,wage,wage-comprehensive-agreement-limit,포괄임금 약정의 한계,,,wage-comprehensive-legal-test,replace_low,similarity=0.70,,replace
wage,wage-pogual-equity-pretext,wage,wage-overtime-night-holiday,연장·야간·휴일 가산임금,,,wage-overtime-unpaid-claim,replace_low,similarity=0.68,,replace
wage,wage-pogual-equity-pretext,wage,wage-prior-waiver-effect,임금 청구권 사전 포기 효력,,,wage-payslip-nondelivery-report,replace_low,similarity=0.55,,replace
wage,wage-pogual-equity-pretext,wage,wage-labor-office-petition,임금체불 노동청 진정,,,delayed-salary-labor-office-report,replace_low,similarity=0.60,,replace
wage,wage-pogual-equity-pretext,wage,wage-certified-mail-template,내용증명 작성 요령,,,wage-comprehensive-legal-test,replace_low,similarity=0.56,,replace
unemployment,unemployment-graduate-school-eligible,unemployment,unemployment-just-cause-scope,정당이직 사유 인정 범위,,,unemployment-short-term-worker,replace_low,similarity=0.68,,replace
unemployment,unemployment-graduate-school-eligible,unemployment,unemployment-departure-code-correction,이직확인서 코드 정정,,,unemployment-childcare-return-demotion,replace,similarity=0.71,,replace
unemployment,unemployment-graduate-school-eligible,unemployment,unemployment-job-search-duty,구직활동 의무와 인정,,,unemployment-job-search-recognized-types,replace,similarity=0.79,,replace
unemployment,unemployment-graduate-school-eligible,unemployment,unemployment-review-procedure,심사청구·재심사청구 절차,,,unemployment-fraud-claim-recovery-procedure,replace,similarity=0.75,,replace
unemployment,unemployment-graduate-school-eligible,unemployment,unemployment-application-procedure,실업급여 신청 절차,,,unemployment-late-application-rescue,replace,similarity=0.77,,replace
unemployment,unemployment-overseas-relocation-quit,unemployment,unemployment-relocation-just-cause,거주이전 정당이직 인정,,,unemployment-spouse-relocation-just-cause,replace,similarity=0.91,,replace
unemployment,unemployment-overseas-relocation-quit,unemployment,unemployment-departure-code-correction,이직확인서 코드 정정,,,unemployment-childcare-return-demotion,replace,similarity=0.71,,replace
unemployment,unemployment-overseas-relocation-quit,unemployment,unemployment-overseas-stay-process,출국·해외체류 시 처리,,,unemployment-overseas-relocation-quit,replace,similarity=0.70,,replace
unemployment,unemployment-overseas-relocation-quit,unemployment,unemployment-review-procedure,심사청구·재심사청구 절차,,,unemployment-fraud-claim-recovery-procedure,replace,similarity=0.75,,replace
unemployment,unemployment-overseas-relocation-quit,unemployment,unemployment-application-procedure,실업급여 신청 절차,,,unemployment-late-application-rescue,replace,similarity=0.77,,replace
retirement,retirement-non-regular-converted-merge,retirement,retirement-continuous-service-judgment,계속근로기간 단절 판단,,,retirement-rehire-continuous-service-calculation,replace,similarity=0.74,,replace
retirement,retirement-non-regular-converted-merge,retirement,retirement-average-ordinary-wage,평균임금·통상임금 차이,,,retirement-average-wage-dispute,replace,similarity=0.73,,replace
retirement,retirement-non-regular-converted-merge,retirement,retirement-dispatch-merge-dispute,파견·도급 합산 다툼,,,retirement-average-wage-dispute,replace,similarity=0.75,,replace
retirement,retirement-non-regular-converted-merge,retirement,retirement-difference-petition,퇴직금 차액 진정 절차,,,retirement-dc-db-type-difference,replace_low,similarity=0.68,,replace
retirement,retirement-non-regular-converted-merge,retirement,retirement-certified-mail-template,내용증명 작성 요령,,,retirement-construction-daily-claim,replace_low,similarity=0.64,,replace
retirement,retirement-trial-period-included,retirement,retirement-continuous-service-judgment,계속근로기간 단절 판단,,,retirement-rehire-continuous-service-calculation,replace,similarity=0.74,,replace
retirement,retirement-trial-period-included,retirement,retirement-average-ordinary-wage,평균임금·통상임금 차이,,,retirement-average-wage-dispute,replace,similarity=0.73,,replace
retirement,retirement-trial-period-included,retirement,retirement-under-one-year-exception,1년 미만 퇴직금 예외,,,retirement-under-five-9years-claim,replace,similarity=0.75,,replace
retirement,retirement-trial-period-included,wage,wage-trial-minimum-90-percent,수습기간 최저임금 90%,,,wage-pogual-minimum-wage-test,replace_low,similarity=0.66,,replace
retirement,retirement-trial-period-included,retirement,retirement-difference-petition,퇴직금 차액 진정 절차,,,retirement-dc-db-type-difference,replace_low,similarity=0.68,,replace
traffic-accident,traffic-driveway-collision-fault,traffic-accident,traffic-fault-ratio-standard,교통사고 과실비율 산정 기준,,,traffic-accident-fault-ratio-dispute,replace_low,similarity=0.69,,replace
traffic-accident,traffic-driveway-collision-fault,traffic-accident,traffic-dashcam-evidence-usage,블랙박스 영상 활용 가이드,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.78,,replace
traffic-accident,traffic-driveway-collision-fault,traffic-accident,traffic-fss-mediation-procedure,금감원 분쟁조정 절차,,,traffic-accident-criminal-civil-procedure,replace_low,similarity=0.64,,replace
traffic-accident,traffic-driveway-collision-fault,traffic-accident,traffic-loss-adjuster-timing,손해사정사 의뢰 시점,,,traffic-accident-dui-blood-test-timing,replace_low,similarity=0.61,,replace
traffic-accident,traffic-driveway-collision-fault,traffic-accident,traffic-parking-lot-liability,주차장 사고 책임 정리,,,traffic-accident-unmanned-parking-lot-liability-track,replace,similarity=0.71,,replace
traffic-accident,traffic-night-cycling-collision-fault,traffic-accident,traffic-fault-ratio-standard,교통사고 과실비율 산정 기준,,,traffic-accident-fault-ratio-dispute,replace_low,similarity=0.69,,replace
traffic-accident,traffic-night-cycling-collision-fault,traffic-accident,traffic-aftereffect-claim-procedure,후유장해 청구 절차,,,traffic-accident-diminished-value-claim-procedure,replace_low,similarity=0.67,,replace
traffic-accident,traffic-night-cycling-collision-fault,traffic-accident,traffic-government-guarantee-program,뺑소니 정부보장사업,,,traffic-uninsured-defendant-government-guarantee,replace_low,similarity=0.67,,replace
traffic-accident,traffic-night-cycling-collision-fault,traffic-accident,traffic-personal-injury-coverage,대인배상 Ⅰ·Ⅱ 차이,,,traffic-school-bus-injury-claim,replace_low,similarity=0.67,,replace
traffic-accident,traffic-night-cycling-collision-fault,traffic-accident,traffic-dashcam-evidence-usage,블랙박스 영상 활용 가이드,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.78,,replace
traffic-accident,traffic-passenger-window-injury,traffic-accident,traffic-passenger-claim-procedure,동승자 보상 청구 절차,,,traffic-passenger-window-injury,replace_low,similarity=0.69,,replace
traffic-accident,traffic-passenger-window-injury,traffic-accident,traffic-personal-injury-coverage,대인배상 Ⅰ·Ⅱ 차이,,,traffic-school-bus-injury-claim,replace_low,similarity=0.67,,replace
traffic-accident,traffic-passenger-window-injury,traffic-accident,traffic-seatbelt-discount-rules,안전벨트 미착용 감액,,,traffic-accident-seatbelt-nonuse-fault,replace_low,similarity=0.61,,replace
traffic-accident,traffic-passenger-window-injury,traffic-accident,traffic-aftereffect-claim-procedure,후유장해 청구 절차,,,traffic-accident-diminished-value-claim-procedure,replace_low,similarity=0.67,,replace
traffic-accident,traffic-passenger-window-injury,traffic-accident,traffic-direct-claim-procedure,직접청구권 행사 방법,,,traffic-accident-criminal-civil-procedure,replace,similarity=0.70,,replace
traffic-accident,traffic-school-bus-injury-claim,traffic-accident,traffic-school-bus-safety-duty,어린이통학버스 안전 의무,,,traffic-school-bus-injury-claim,replace_low,similarity=0.69,,replace
traffic-accident,traffic-school-bus-injury-claim,traffic-accident,traffic-child-aftereffect-evaluation,어린이 사고 후유장해 평가,,,traffic-accident-aftereffect-treatment-claim,replace,similarity=0.70,,replace
traffic-accident,traffic-school-bus-injury-claim,traffic-accident,traffic-business-liability-insurance,영업배상책임보험 활용,,,traffic-accident-bicycle-escooter-liability-range,replace_low,similarity=0.64,,replace
traffic-accident,traffic-school-bus-injury-claim,traffic-accident,traffic-caregiver-loss-calc,보호자 일실수익 산정,,,traffic-accident-driver-sudden-loss-consciousness-track,replace_low,similarity=0.56,,replace
traffic-accident,traffic-school-bus-injury-claim,traffic-accident,traffic-state-compensation-procedure,국가배상 청구 절차,,,traffic-accident-truck-compensation-special,replace_low,similarity=0.66,,replace
traffic-accident,traffic-pedestrian-distracted-walk-fault,traffic-accident,traffic-fault-ratio-standard,교통사고 과실비율 산정 기준,,,traffic-accident-fault-ratio-dispute,replace_low,similarity=0.69,,replace
traffic-accident,traffic-pedestrian-distracted-walk-fault,traffic-accident,traffic-12-major-negligence,12대 중과실과 형사 합의,,,traffic-accident-12-major-faults-settlement-impact,replace_low,similarity=0.57,,replace
traffic-accident,traffic-pedestrian-distracted-walk-fault,traffic-accident,traffic-crosswalk-liability,횡단보도 사고 책임,,,traffic-construction-zone-accident-liability,replace_low,similarity=0.62,,replace
traffic-accident,traffic-pedestrian-distracted-walk-fault,traffic-accident,traffic-dashcam-evidence-usage,블랙박스 영상 활용 가이드,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.78,,replace
traffic-accident,traffic-pedestrian-distracted-walk-fault,traffic-accident,traffic-school-zone-aggravated,스쿨존 사고 가중 처벌,,,traffic-accident-school-zone-speed,replace_low,similarity=0.69,,replace
divorce,divorce-elderly-property-division,divorce,divorce-property-division-2year-deadline,재산분할 청구 2년 제척기간,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-elderly-property-division,divorce,divorce-pension-split-claim,국민연금 분할연금 수급,,,divorce-pension-split-formula,replace,similarity=0.86,,replace
divorce,divorce-elderly-property-division,divorce,divorce-special-property-contribution,특유재산과 기여도 평가,,,divorce-special-property-exclusion-criteria,replace,similarity=0.75,,replace
divorce,divorce-elderly-property-division,divorce,divorce-fraudulent-transfer-cancel,사해행위 취소로 은닉 재산 환수,,,divorce-sham-divorce-creditor-fraudulent-transfer,replace_low,similarity=0.65,,replace
divorce,divorce-elderly-property-division,divorce,divorce-mutual-consent-procedure,협의이혼 의사확인 절차,,,divorce-consensual-intent-withdrawal-procedure,replace_low,similarity=0.64,,replace
divorce,divorce-couple-joint-debt-rehabilitation,divorce,divorce-daily-affairs-debt-liability,일상가사 채무의 부부 연대책임,,,divorce-affair-evidence-admissibility,replace_low,similarity=0.68,,replace
divorce,divorce-couple-joint-debt-rehabilitation,divorce,divorce-rehabilitation-couple-asset,회생 신청 시 부부 자산 평가,,,divorce-cohabitation-property-dissolution,replace_low,similarity=0.68,,replace
divorce,divorce-couple-joint-debt-rehabilitation,divorce,divorce-debt-deduction-formula,재산분할 시 채무 차감 계산,,,divorce-pension-split-formula,replace_low,similarity=0.68,,replace
divorce,divorce-couple-joint-debt-rehabilitation,divorce,divorce-secret-debt-damages,몰래 진 빚의 위자료 청구,,,divorce-debt-disposal-during-marriage,replace_low,similarity=0.59,,replace
divorce,divorce-couple-joint-debt-rehabilitation,divorce,divorce-mutual-consent-procedure,협의이혼 의사확인 절차,,,divorce-consensual-intent-withdrawal-procedure,replace_low,similarity=0.64,,replace
divorce,divorce-online-game-affair-evidence,divorce,divorce-infidelity-damages-procedure,부정행위 위자료 청구 절차,,,divorce-international-marriage-procedure,replace_low,similarity=0.68,,replace
divorce,divorce-online-game-affair-evidence,divorce,divorce-third-party-damages-guide,상간자 위자료 별소 가이드,,,divorce-third-party-affair-claim,replace_low,similarity=0.68,,replace
divorce,divorce-online-game-affair-evidence,divorce,divorce-affair-evidence-collection-legal,적법한 외도 증거 수집,,,divorce-alimony-affair-evidence-collection-trial,replace,similarity=0.84,,replace
divorce,divorce-online-game-affair-evidence,divorce,divorce-litigation-6month-deadline,재판상 이혼 6개월 제척기간,,,divorce-pet-visitation-agreement-template,replace_low,similarity=0.61,,replace
divorce,divorce-online-game-affair-evidence,divorce,divorce-mutual-consent-procedure,협의이혼 의사확인 절차,,,divorce-consensual-intent-withdrawal-procedure,replace_low,similarity=0.64,,replace
divorce,divorce-asset-discovered-after-trial,divorce,divorce-property-division-2year-deadline,재산분할 2년 제척기간 정리,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-asset-discovered-after-trial,divorce,divorce-fraudulent-transfer-cancel,사해행위 취소로 은닉 재산 환수,,,divorce-sham-divorce-creditor-fraudulent-transfer,replace_low,similarity=0.65,,replace
divorce,divorce-asset-discovered-after-trial,divorce,divorce-in-laws-nominee-asset,시가·처가 명의 차명재산,,,divorce-in-laws-care-cost-dispute,replace_low,similarity=0.68,,replace
divorce,divorce-asset-discovered-after-trial,divorce,divorce-additional-property-division,추가 재산분할 청구 절차,,,divorce-cohabitation-property-division,replace,similarity=0.86,,replace
divorce,divorce-asset-discovered-after-trial,divorce,divorce-cryptocurrency-division,가상자산 이혼 분할,,,divorce-crypto-asset-division,replace,similarity=0.80,,replace
defamation,defamation-employer-reference-leak,defamation,defamation-publicity-element-defense,명예훼손 공연성 다툼 정리,,,defamation-youtube-comment-truth-defense,replace_low,similarity=0.68,,replace
defamation,defamation-employer-reference-leak,defamation,defamation-truth-public-interest,진실한 사실 적시 항변,,,defamation-public-figure-standard,replace,similarity=0.71,,replace
defamation,defamation-employer-reference-leak,defamation,defamation-police-investigation-prep,경찰 조사 출석 전 점검,,,defamation-complaint-prep,replace_low,similarity=0.69,,replace
defamation,defamation-anonymous-board-counter,defamation,defamation-purpose-of-slander-defense,명예훼손 비방 목적 다툼,,,defamation-youtube-comment-truth-defense,replace_low,similarity=0.65,,replace
defamation,defamation-anonymous-board-counter,defamation,defamation-insult-difference,모욕죄와 명예훼손의 차이,,,defamation-group-chat-insult-evidence,replace,similarity=0.71,,replace
defamation,defamation-doctor-malpractice-review,defamation,defamation-truth-public-interest,진실한 사실 적시 항변,,,defamation-public-figure-standard,replace,similarity=0.71,,replace
defamation,defamation-doctor-malpractice-review,defamation,defamation-purpose-of-slander-defense,명예훼손 비방 목적 다툼,,,defamation-youtube-comment-truth-defense,replace_low,similarity=0.65,,replace
defamation,defamation-doctor-malpractice-review,defamation,defamation-police-investigation-prep,경찰 조사 출석 전 점검,,,defamation-complaint-prep,replace_low,similarity=0.69,,replace
jeonse,jeonse-tax-arrears-priority-payment,jeonse,jeonse-lease-registration-procedure,임차권등기명령 절차,,,lease-registration-order-process,replace,similarity=0.72,,replace
jeonse,jeonse-tax-arrears-priority-payment,jeonse,jeonse-deposit-return-lawsuit,전세보증금 반환 소송,,,jeonse-deposit-return-comprehensive-guide,replace,similarity=0.71,,replace
jeonse,jeonse-tax-arrears-priority-payment,jeonse,jeonse-hug-insurance-claim,HUG 보증보험 청구 절차,,,jeonse-insurance-claim-checklist,replace,similarity=0.76,,replace
jeonse,jeonse-tax-arrears-priority-payment,jeonse,jeonse-auction-distribution-claim,경매 시 배당요구 절차,,,jeonse-auction-priority-distribution-procedure,replace,similarity=0.73,,replace
jeonse,jeonse-tax-arrears-priority-payment,jeonse-fraud,jeonse-fraud-victim-application,전세사기 피해자 신청,,,jeonse-fraud-victim-application-docs,replace,similarity=0.93,,replace
jeonse,jeonse-monthly-renewal-cap,jeonse,jeonse-renewal-request-procedure,계약갱신요구권 행사 절차,,,jeonse-deposit-not-returned-move-out-procedure,replace_low,similarity=0.64,,replace
jeonse,jeonse-monthly-renewal-cap,jeonse,jeonse-dispute-mediation-application,주택임대차분쟁조정위원회 신청,,,jeonse-deposit-illegal-deduction-fight,replace_low,similarity=0.57,,replace
jeonse,jeonse-monthly-renewal-cap,jeonse,jeonse-implied-renewal-terms,묵시적 갱신과 종전 조건,,,jeonse-implicit-renewal-termination,replace,similarity=0.79,,replace
jeonse,jeonse-monthly-renewal-cap,jeonse,jeonse-deposit-monthly-conversion-rate,월세 보증금 전환율 계산,,,jeonse-monthly-conversion-calculation,replace,similarity=0.75,,replace
jeonse,jeonse-monthly-renewal-cap,jeonse,jeonse-rent-adjustment-lawsuit,차임증감 청구의 소,,,jeonse-rent-increase-dispute,replace_low,similarity=0.59,,replace
child-support,child-support-shared-custody-payment,child-support,child-support-modification-procedure,양육비 변경 청구 절차,,,child-support-modification-income-change,replace,similarity=0.79,,replace
child-support,child-support-shared-custody-payment,child-support,child-support-enforcement-procedure,양육비 이행명령과 강제집행,,,child-support-enforcement-method,replace,similarity=0.84,,replace
child-support,child-support-shared-custody-payment,child-support,child-support-family-mediation,가사조정 신청 절차,,,child-support-lump-sum-negotiation,replace,similarity=0.75,,replace
child-support,child-support-shared-custody-payment,child-support,child-support-actual-cost-agreement,실비 분담 합의서 작성,,,child-support-shared-custody-payment,replace,similarity=0.70,,replace
stalking,stalking-ex-coworker-checklist,stalking,stalking-evidence-collection-checklist,스토킹 증거 수집 체크리스트,,,stalking-evidence-collection-faq,replace,similarity=0.83,,replace
stalking,stalking-ex-coworker-checklist,stalking,stalking-protective-order-violation,잠정조치 위반 시 대응,,,stalking-emergency-protection-order-apply,replace_low,similarity=0.66,,replace
stalking,stalking-ex-coworker-checklist,stalking,stalking-kisa-information-removal,KISA 정보 삭제 요청,,,stalking-accused-normal-contact-proof,replace_low,similarity=0.60,,replace
stalking,stalking-ex-coworker-checklist,stalking,stalking-civil-damages-claim,스토킹 손해배상 청구,,,stalking-victim-checklist,replace_low,similarity=0.60,,replace
defamation,defamation-cafe-id-disclosure-request,defamation,defamation-criminal-complaint-procedure,인터넷 명예훼손 형사 고소 절차,,,defamation-complaint-prep,replace,similarity=0.75,,replace
defamation,defamation-cafe-id-disclosure-request,defamation,defamation-illegality-exception,명예훼손 위법성조각사유 정리,,,defamation-reverse-false-accusation,replace_low,similarity=0.61,,replace
defamation,defamation-cafe-id-disclosure-request,defamation,defamation-cyber-damages-claim,사이버 명예훼손 손해배상 청구,,,defamation-damages-amount-standard,replace_low,similarity=0.66,,replace
defamation,defamation-cafe-id-disclosure-request,defamation,defamation-personal-info-disclosure,개인정보 무단 공개 대응 방법,,,defamation-cafe-id-disclosure-request,replace_low,similarity=0.69,,replace
defamation,defamation-cafe-id-disclosure-request,defamation,defamation-evidence-collection,명예훼손 증거 수집 체크리스트,,,online-defamation-evidence-collection,replace,similarity=0.90,,replace
defamation,defamation-job-review-app-defense,defamation,defamation-illegality-exception,명예훼손 위법성조각사유 총정리,,,defamation-reverse-false-accusation,replace_low,similarity=0.61,,replace
defamation,defamation-job-review-app-defense,defamation,defamation-criminal-complaint-procedure,온라인 명예훼손 형사 대응 절차,,,defamation-complaint-prep,replace,similarity=0.75,,replace
defamation,defamation-job-review-app-defense,defamation,defamation-cyber-accusation-defense,사이버 명예훼손 고소 대응 준비,,,defamation-false-accusation-neighbor,replace,similarity=0.70,,replace
defamation,defamation-job-review-app-defense,defamation,defamation-settlement-amount-standard,명예훼손 합의금과 기준,,,defamation-settlement-amount-guide,replace,similarity=0.85,,replace
defamation,defamation-job-review-app-defense,defamation,defamation-civil-damages-claim,명예훼손 피해자 손해배상 청구,,,defamation-youtube-realname-attack-civil-damages-victim,replace_low,similarity=0.66,,replace
defamation,defamation-screenshot-redistribute-liability,defamation,defamation-criminal-complaint-procedure,온라인 명예훼손 형사 고소 절차,,,defamation-complaint-prep,replace,similarity=0.75,,replace
defamation,defamation-screenshot-redistribute-liability,defamation,defamation-illegality-exception,명예훼손 위법성조각사유 총정리,,,defamation-reverse-false-accusation,replace_low,similarity=0.61,,replace
defamation,defamation-screenshot-redistribute-liability,defamation,defamation-evidence-collection,카카오톡 캡처 증거 수집 방법,,,online-defamation-evidence-collection,replace,similarity=0.90,,replace
defamation,defamation-screenshot-redistribute-liability,defamation,defamation-settlement-amount-standard,명예훼손 합의금 협상 기준,,,defamation-settlement-amount-guide,replace,similarity=0.85,,replace
defamation,defamation-screenshot-redistribute-liability,defamation,defamation-cyber-damages-claim,사이버 명예훼손 피해자 대응,,,defamation-damages-amount-standard,replace_low,similarity=0.66,,replace
jeonse,jeonse-landlord-bankruptcy-priority-payment,jeonse,jeonse-lease-right-registration,임차권등기명령 신청 절차,,,jeonse-tenant-registration-requirement,replace_low,similarity=0.67,,replace
jeonse,jeonse-landlord-bankruptcy-priority-payment,jeonse,jeonse-hug-guarantee-claim,HUG 전세보증금반환보증 이행청구,,,jeonse-refund-overdue-interest-claim,replace_low,similarity=0.65,,replace
jeonse,jeonse-landlord-bankruptcy-priority-payment,jeonse,jeonse-deposit-return-lawsuit,전세보증금 반환 소송 절차,,,jeonse-deposit-return-comprehensive-guide,replace,similarity=0.71,,replace
jeonse,jeonse-landlord-bankruptcy-priority-payment,jeonse,jeonse-priority-small-tenant,소액임차인 최우선변제 요건,,,jeonse-tax-arrears-priority-payment,replace_low,similarity=0.63,,replace
jeonse,jeonse-landlord-bankruptcy-priority-payment,jeonse,jeonse-move-out-checklist,전세 계약 종료 후 이사 체크리스트,,,jeonse-insurance-claim-checklist,replace_low,similarity=0.67,,replace
jeonse,jeonse-renewal-refused-relocation-cost,jeonse,jeonse-renewal-right-exercise,계약갱신요구권 행사 방법과 기한,,,jeonse-renewal-landlord-refusal,replace_low,similarity=0.63,,replace
jeonse,jeonse-renewal-refused-relocation-cost,jeonse,jeonse-renewal-refused-damages,임대인 실거주 갱신 거절 손해배상,,,jeonse-renewal-refused-relocation-cost,replace,similarity=0.74,,replace
jeonse,jeonse-renewal-refused-relocation-cost,jeonse,jeonse-deposit-return-procedure,전세 계약 종료 보증금 반환 절차,,,jeonse-deposit-not-returned-move-out-procedure,replace,similarity=0.81,,replace
jeonse,jeonse-renewal-refused-relocation-cost,jeonse,jeonse-lease-right-registration,임차권등기명령 신청 절차,,,jeonse-tenant-registration-requirement,replace_low,similarity=0.67,,replace
jeonse,jeonse-renewal-refused-relocation-cost,jeonse,jeonse-deposit-return-lawsuit,전세보증금 반환 소송 총정리,,,jeonse-deposit-return-comprehensive-guide,replace,similarity=0.71,,replace
dismissal,dismissal-probation-skill-deficient-relief,dismissal,dismissal-notice-procedure-violation,해고 사전 통지 절차 위반,,,dismissal-notice-pay-calculation,replace,similarity=0.76,,replace
dismissal,dismissal-probation-skill-deficient-relief,dismissal,dismissal-probation-contract-conditions,수습 기간 근로계약 조건,,,dismissal-immediate-fire-conditions,replace_low,similarity=0.68,,replace
dismissal,dismissal-probation-skill-deficient-relief,dismissal,dismissal-evaluation-drop-illegality,인사평가 급락의 위법성,,,dismissal-pip-evaluation-process-flaw,replace,similarity=0.71,,replace
dismissal,dismissal-probation-skill-deficient-relief,dismissal,dismissal-monetary-compensation-procedure,금전보상명령 신청 절차,,,dismissal-unfair-monetary-compensation,replace,similarity=0.78,,replace
dismissal,dismissal-disability-accommodation-fail-relief,dismissal,dismissal-disability-discrimination-complaint,장애 차별 국가인권위 진정 절차,,,dismissal-disability-accommodation-fail-relief,replace_low,similarity=0.66,,replace
dismissal,dismissal-disability-accommodation-fail-relief,dismissal,dismissal-written-notice-obligation,해고 이유 요청 및 서면 통지 의무,,,dismissal-union-office-eviction,replace_low,similarity=0.70,,replace
dismissal,dismissal-disability-accommodation-fail-relief,dismissal,dismissal-workplace-discrimination-relief,직장 내 차별 다툼 포인트,,,dismissal-strike-participation-relief,replace,similarity=0.74,,replace
dismissal,dismissal-disability-accommodation-fail-relief,dismissal,dismissal-monetary-compensation-procedure,금전보상명령 신청 절차,,,dismissal-unfair-monetary-compensation,replace,similarity=0.78,,replace
dismissal,dismissal-strike-participation-relief,dismissal,dismissal-unfair-labor-practice-relief,부당노동행위 구제신청 절차,,,dismissal-pregnancy-rehire-rejected-relief,replace_low,similarity=0.65,,replace
