source_page,source_domain,dead_destination,dead_destination_domain,recommended_replacement_slug,replacement_domain,recommendation_type,confidence_score,reason,apply_round
/guide/defamation/defamation-medical-review-sued-response,defamation,/guide/defamation/defamation-purpose-of-slander-defense,defamation,defamation-youtube-comment-truth-defense,defamation,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/defamation/defamation-medical-review-sued-response,defamation,/guide/defamation/defamation-truth-public-interest,defamation,defamation-public-figure-standard,defamation,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/defamation/defamation-medical-review-sued-response,defamation,/guide/defamation/defamation-online-takedown-procedure,defamation,defamation-deepfake-victim-takedown-procedure,defamation,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/defamation/defamation-medical-review-sued-response,defamation,/guide/defamation/defamation-police-investigation-prep,defamation,defamation-complaint-prep,defamation,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/defamation/defamation-school-parent-chat-defamation,defamation,/guide/defamation/defamation-group-chat-public-nature,defamation,defamation-group-chat-leak-complaint,defamation,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/defamation/defamation-school-parent-chat-defamation,defamation,/guide/defamation/defamation-no-punishment-letter,defamation,defamation-complaint-prep,defamation,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/defamation/defamation-school-parent-chat-defamation,defamation,/guide/defamation/defamation-truth-public-interest,defamation,defamation-public-figure-standard,defamation,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/defamation/defamation-school-parent-chat-defamation,defamation,/guide/defamation/defamation-suspension-prosecution-opinion,defamation,defamation-online-false-deletion-injunction,defamation,replace_low,0.711,"sim 0.62, needs review",hold_low_confidence
/guide/defamation/defamation-business-review-truth-defense,defamation,/guide/defamation/defamation-truth-public-interest,defamation,defamation-public-figure-standard,defamation,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/defamation/defamation-business-review-truth-defense,defamation,/guide/defamation/defamation-purpose-of-slander-defense,defamation,defamation-youtube-comment-truth-defense,defamation,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/defamation/defamation-business-review-truth-defense,defamation,/guide/defamation/defamation-online-takedown-procedure,defamation,defamation-deepfake-victim-takedown-procedure,defamation,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/defamation/defamation-business-review-truth-defense,defamation,/guide/defamation/defamation-police-investigation-prep,defamation,defamation-complaint-prep,defamation,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/jeonse/jeonse-rooftop-illegal-housing-deposit,jeonse,/guide/jeonse/jeonse-housing-protection-act-scope,jeonse,jeonse-empty-house-warning-pre-contract-check,jeonse,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/jeonse/jeonse-rooftop-illegal-housing-deposit,jeonse,/guide/jeonse/jeonse-leasehold-registration-order,jeonse,lease-registration-order-process,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/jeonse/jeonse-rooftop-illegal-housing-deposit,jeonse,/guide/jeonse/jeonse-small-tenant-priority-payment,jeonse,jeonse-landlord-bankruptcy-priority-payment,jeonse,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/jeonse/jeonse-rooftop-illegal-housing-deposit,jeonse,/guide/jeonse/jeonse-illegal-building-disclosure,jeonse,jeonse-rooftop-illegal-housing-deposit,jeonse,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/jeonse/jeonse-rooftop-illegal-housing-deposit,jeonse,/guide/jeonse/jeonse-deposit-small-claims-procedure,jeonse,jeonse-deposit-installment-return,jeonse,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-installment-return,jeonse,/guide/jeonse/jeonse-leasehold-registration-order,jeonse,lease-registration-order-process,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-installment-return,jeonse,/guide/jeonse/jeonse-deposit-default-interest,jeonse,jeonse-deposit-delay-interest-claim,jeonse,replace,0.821,"sim 0.82, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-installment-return,jeonse,/guide/jeonse/jeonse-notarized-deed-execution,jeonse,jeonse-landlord-death-deposit-return,jeonse,replace_low,0.683,"sim 0.57, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-installment-return,jeonse,/guide/jeonse/jeonse-payment-order-procedure,jeonse,jeonse-contract-termination-procedure,jeonse,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-installment-return,jeonse,/guide/jeonse/jeonse-deposit-provisional-attachment,jeonse,jeonse-deposit-installment-return,jeonse,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/child-support/child-support-overseas-residence-payment,child-support,/guide/child-support/child-support-enforcement-procedure,child-support,child-support-enforcement-method,child-support,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/child-support/child-support-overseas-residence-payment,child-support,/guide/child-support/child-support-management-agency-guide,child-support,child-support-enforcement-method,child-support,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/child-support/child-support-overseas-residence-payment,child-support,/guide/child-support/child-support-exit-ban-passport,child-support,child-support-case-analysis,child-support,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/child-support/child-support-overseas-residence-payment,child-support,/guide/child-support/child-support-asset-inquiry,child-support,child-support-case-analysis,child-support,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/child-support/child-support-overseas-residence-payment,child-support,/guide/child-support/child-support-emergency-temporary-aid,child-support,child-support-enforcement-contempt-order,child-support,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/stalking/stalking-online-game-harassment-checklist,stalking,/guide/stalking/stalking-report-procedure,stalking,stalking-club-member-pursuit-procedure,stalking,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/stalking/stalking-online-game-harassment-checklist,stalking,/guide/stalking/stalking-emergency-measures,stalking,stalking-emergency-measure-rejected,stalking,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/stalking/stalking-online-game-harassment-checklist,stalking,/guide/stalking/stalking-online-evidence-collection,stalking,stalking-ex-lover-online-evidence-collect,stalking,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/stalking/stalking-online-game-harassment-checklist,stalking,/guide/stalking/stalking-platform-cooperation,stalking,stalking-legal-criteria,stalking,replace_low,0.711,"sim 0.62, needs review",hold_low_confidence
/guide/stalking/stalking-online-game-harassment-checklist,stalking,/guide/stalking/stalking-victim-protection-support,stalking,stalking-victim-where-to-start,stalking,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/dismissal/dismissal-bonus-cut-disguised-discharge,dismissal,/guide/dismissal/dismissal-resignation-pressure-relief,dismissal,dismissal-pregnancy-rehire-rejected-relief,dismissal,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/dismissal/dismissal-bonus-cut-disguised-discharge,dismissal,/guide/dismissal/dismissal-evaluation-drop-illegality,dismissal,dismissal-pip-evaluation-process-flaw,dismissal,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/dismissal/dismissal-bonus-cut-disguised-discharge,dismissal,/guide/dismissal/dismissal-forced-resignation-cancel,dismissal,dismissal-forced-resignation-letter-invalidation,dismissal,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/dismissal/dismissal-bonus-cut-disguised-discharge,dismissal,/guide/wage/wage-performance-bonus-employment,wage,unpaid-wage-performance-bonus-claim,wage,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/dismissal/dismissal-blacklist-industry-block,dismissal,/guide/dismissal/dismissal-employment-stability-law,dismissal,dismissal-employee-security-leak-fired,dismissal,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/dismissal/dismissal-blacklist-industry-block,dismissal,/guide/dismissal/dismissal-reference-check-consent,dismissal,dismissal-unfair-evidence-collection,dismissal,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/dismissal/dismissal-blacklist-industry-block,dismissal,/guide/defamation/defamation-criminal-complaint-procedure,defamation,defamation-complaint-prep,defamation,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/dismissal/dismissal-blacklist-industry-block,dismissal,/guide/dismissal/dismissal-business-interference-review,dismissal,dismissal-business-transfer-employment-succession-refused,dismissal,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/dismissal/dismissal-meeting-recording-fired,dismissal,/guide/dismissal/dismissal-procedure-flaw-30day,dismissal,dismissal-notice-pay,dismissal,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/dismissal/dismissal-meeting-recording-fired,dismissal,/guide/dismissal/dismissal-written-notice-violation,dismissal,dismissal-union-office-eviction,dismissal,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/dismissal/dismissal-meeting-recording-fired,dismissal,/guide/dismissal/dismissal-workplace-bullying-report,dismissal,dismissal-workplace-closure-layoff,dismissal,replace_low,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/dismissal/dismissal-meeting-recording-fired,dismissal,/guide/dismissal/dismissal-recording-evidence-ability,dismissal,dismissal-probation-extension-legality,dismissal,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/dismissal/dismissal-coworker-feud-pretext,dismissal,/guide/dismissal/dismissal-proportionality-progressive,dismissal,dismissal-disciplinary-excessive,dismissal,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/dismissal/dismissal-coworker-feud-pretext,dismissal,/guide/dismissal/dismissal-workplace-bullying-report,dismissal,dismissal-workplace-closure-layoff,dismissal,replace_low,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/dismissal/dismissal-coworker-feud-pretext,dismissal,/guide/dismissal/dismissal-discriminatory-action-relief,dismissal,dismissal-disability-accommodation-fail-relief,dismissal,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/dismissal/dismissal-coworker-feud-pretext,dismissal,/guide/dismissal/dismissal-warning-letter-relation,dismissal,dismissal-warning-letter-cumulative-validity,dismissal,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/dismissal/dismissal-pregnancy-period-protect,dismissal,/guide/dismissal/dismissal-equal-employment-act-11,dismissal,dismissal-yellow-envelope-act-2026,dismissal,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/dismissal/dismissal-pregnancy-period-protect,dismissal,/guide/dismissal/dismissal-maternity-leave-90,dismissal,dismissal-maternity-return-fired,dismissal,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/dismissal/dismissal-pregnancy-period-protect,dismissal,/guide/dismissal/dismissal-childcare-leave-return,dismissal,dismissal-sick-leave-return-fired,dismissal,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/dismissal/dismissal-pregnancy-period-protect,dismissal,/guide/dismissal/dismissal-probation-relief,dismissal,dismissal-probation-skill-deficient-relief,dismissal,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/wage/wage-team-leader-overtime-strip,wage,/guide/wage/wage-supervisor-recognition,wage,unpaid-wage-after-resignation,wage,replace_low,0.683,"sim 0.57, needs review",hold_low_confidence
/guide/wage/wage-team-leader-overtime-strip,wage,/guide/wage/wage-comprehensive-agreement-limit,wage,wage-comprehensive-legal-test,wage,replace_low,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/wage/wage-team-leader-overtime-strip,wage,/guide/wage/wage-overtime-night-holiday,wage,wage-overtime-unpaid-claim,wage,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/wage/wage-team-leader-overtime-strip,wage,/guide/wage/wage-labor-office-petition,wage,delayed-salary-labor-office-report,wage,replace_low,0.7,"sim 0.60, needs review",hold_low_confidence
/guide/wage/wage-team-leader-overtime-strip,wage,/guide/wage/wage-certified-mail-template,wage,wage-comprehensive-legal-test,wage,replace_low,0.678,"sim 0.56, needs review",hold_low_confidence
/guide/wage/wage-bonus-vesting-departure,wage,/guide/wage/wage-regular-bonus-ordinary,wage,wage-regular-bonus-ordinary-wage-claim,wage,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/wage/wage-bonus-vesting-departure,wage,/guide/wage/wage-rules-disadvantage-change,wage,wage-regular-bonus-ordinary-wage-claim,wage,replace_low,0.678,"sim 0.56, needs review",hold_low_confidence
/guide/wage/wage-bonus-vesting-departure,wage,/guide/wage/wage-labor-office-petition,wage,delayed-salary-labor-office-report,wage,replace_low,0.7,"sim 0.60, needs review",hold_low_confidence
/guide/wage/wage-bonus-vesting-departure,wage,/guide/retirement/retirement-recalculation-claim,retirement,retirement-recalculation-wrong-amount,retirement,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/wage/wage-bonus-vesting-departure,wage,/guide/wage/wage-certified-mail-template,wage,wage-comprehensive-legal-test,wage,replace_low,0.678,"sim 0.56, needs review",hold_low_confidence
/guide/wage/wage-pogual-equity-pretext,wage,/guide/wage/wage-comprehensive-agreement-limit,wage,wage-comprehensive-legal-test,wage,replace_low,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/wage/wage-pogual-equity-pretext,wage,/guide/wage/wage-overtime-night-holiday,wage,wage-overtime-unpaid-claim,wage,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/wage/wage-pogual-equity-pretext,wage,/guide/wage/wage-prior-waiver-effect,wage,wage-payslip-nondelivery-report,wage,replace_low,0.673,"sim 0.55, needs review",hold_low_confidence
/guide/wage/wage-pogual-equity-pretext,wage,/guide/wage/wage-labor-office-petition,wage,delayed-salary-labor-office-report,wage,replace_low,0.7,"sim 0.60, needs review",hold_low_confidence
/guide/wage/wage-pogual-equity-pretext,wage,/guide/wage/wage-certified-mail-template,wage,wage-comprehensive-legal-test,wage,replace_low,0.678,"sim 0.56, needs review",hold_low_confidence
/guide/unemployment/unemployment-graduate-school-eligible,unemployment,/guide/unemployment/unemployment-just-cause-scope,unemployment,unemployment-short-term-worker,unemployment,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/unemployment/unemployment-graduate-school-eligible,unemployment,/guide/unemployment/unemployment-departure-code-correction,unemployment,unemployment-childcare-return-demotion,unemployment,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/unemployment/unemployment-graduate-school-eligible,unemployment,/guide/unemployment/unemployment-job-search-duty,unemployment,unemployment-job-search-recognized-types,unemployment,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/unemployment/unemployment-graduate-school-eligible,unemployment,/guide/unemployment/unemployment-review-procedure,unemployment,unemployment-fraud-claim-recovery-procedure,unemployment,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/unemployment/unemployment-graduate-school-eligible,unemployment,/guide/unemployment/unemployment-application-procedure,unemployment,unemployment-late-application-rescue,unemployment,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/unemployment/unemployment-overseas-relocation-quit,unemployment,/guide/unemployment/unemployment-relocation-just-cause,unemployment,unemployment-spouse-relocation-just-cause,unemployment,replace,0.871,"replace + sim≥0.85 + repl_exists + priority, conf=0.87",round1_replace_high_confidence
/guide/unemployment/unemployment-overseas-relocation-quit,unemployment,/guide/unemployment/unemployment-departure-code-correction,unemployment,unemployment-childcare-return-demotion,unemployment,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/unemployment/unemployment-overseas-relocation-quit,unemployment,/guide/unemployment/unemployment-overseas-stay-process,unemployment,unemployment-overseas-relocation-quit,unemployment,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/unemployment/unemployment-overseas-relocation-quit,unemployment,/guide/unemployment/unemployment-review-procedure,unemployment,unemployment-fraud-claim-recovery-procedure,unemployment,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/unemployment/unemployment-overseas-relocation-quit,unemployment,/guide/unemployment/unemployment-application-procedure,unemployment,unemployment-late-application-rescue,unemployment,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/retirement/retirement-non-regular-converted-merge,retirement,/guide/retirement/retirement-continuous-service-judgment,retirement,retirement-rehire-continuous-service-calculation,retirement,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/retirement/retirement-non-regular-converted-merge,retirement,/guide/retirement/retirement-average-ordinary-wage,retirement,retirement-average-wage-dispute,retirement,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/retirement/retirement-non-regular-converted-merge,retirement,/guide/retirement/retirement-dispatch-merge-dispute,retirement,retirement-average-wage-dispute,retirement,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/retirement/retirement-non-regular-converted-merge,retirement,/guide/retirement/retirement-difference-petition,retirement,retirement-dc-db-type-difference,retirement,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/retirement/retirement-non-regular-converted-merge,retirement,/guide/retirement/retirement-certified-mail-template,retirement,retirement-construction-daily-claim,retirement,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/retirement/retirement-trial-period-included,retirement,/guide/retirement/retirement-continuous-service-judgment,retirement,retirement-rehire-continuous-service-calculation,retirement,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/retirement/retirement-trial-period-included,retirement,/guide/retirement/retirement-average-ordinary-wage,retirement,retirement-average-wage-dispute,retirement,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/retirement/retirement-trial-period-included,retirement,/guide/retirement/retirement-under-one-year-exception,retirement,retirement-under-five-9years-claim,retirement,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/retirement/retirement-trial-period-included,retirement,/guide/wage/wage-trial-minimum-90-percent,wage,wage-pogual-minimum-wage-test,wage,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/retirement/retirement-trial-period-included,retirement,/guide/retirement/retirement-difference-petition,retirement,retirement-dc-db-type-difference,retirement,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/traffic-accident/traffic-driveway-collision-fault,traffic-accident,/guide/traffic-accident/traffic-fault-ratio-standard,traffic-accident,traffic-accident-fault-ratio-dispute,traffic-accident,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/traffic-accident/traffic-driveway-collision-fault,traffic-accident,/guide/traffic-accident/traffic-dashcam-evidence-usage,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/traffic-accident/traffic-driveway-collision-fault,traffic-accident,/guide/traffic-accident/traffic-fss-mediation-procedure,traffic-accident,traffic-accident-criminal-civil-procedure,traffic-accident,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/traffic-accident/traffic-driveway-collision-fault,traffic-accident,/guide/traffic-accident/traffic-loss-adjuster-timing,traffic-accident,traffic-accident-dui-blood-test-timing,traffic-accident,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/traffic-accident/traffic-driveway-collision-fault,traffic-accident,/guide/traffic-accident/traffic-parking-lot-liability,traffic-accident,traffic-accident-unmanned-parking-lot-liability-track,traffic-accident,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/traffic-accident/traffic-night-cycling-collision-fault,traffic-accident,/guide/traffic-accident/traffic-fault-ratio-standard,traffic-accident,traffic-accident-fault-ratio-dispute,traffic-accident,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/traffic-accident/traffic-night-cycling-collision-fault,traffic-accident,/guide/traffic-accident/traffic-aftereffect-claim-procedure,traffic-accident,traffic-accident-diminished-value-claim-procedure,traffic-accident,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/traffic-accident/traffic-night-cycling-collision-fault,traffic-accident,/guide/traffic-accident/traffic-government-guarantee-program,traffic-accident,traffic-uninsured-defendant-government-guarantee,traffic-accident,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/traffic-accident/traffic-night-cycling-collision-fault,traffic-accident,/guide/traffic-accident/traffic-personal-injury-coverage,traffic-accident,traffic-school-bus-injury-claim,traffic-accident,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/traffic-accident/traffic-night-cycling-collision-fault,traffic-accident,/guide/traffic-accident/traffic-dashcam-evidence-usage,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/traffic-accident/traffic-passenger-window-injury,traffic-accident,/guide/traffic-accident/traffic-passenger-claim-procedure,traffic-accident,traffic-passenger-window-injury,traffic-accident,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/traffic-accident/traffic-passenger-window-injury,traffic-accident,/guide/traffic-accident/traffic-personal-injury-coverage,traffic-accident,traffic-school-bus-injury-claim,traffic-accident,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/traffic-accident/traffic-passenger-window-injury,traffic-accident,/guide/traffic-accident/traffic-seatbelt-discount-rules,traffic-accident,traffic-accident-seatbelt-nonuse-fault,traffic-accident,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/traffic-accident/traffic-passenger-window-injury,traffic-accident,/guide/traffic-accident/traffic-aftereffect-claim-procedure,traffic-accident,traffic-accident-diminished-value-claim-procedure,traffic-accident,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/traffic-accident/traffic-passenger-window-injury,traffic-accident,/guide/traffic-accident/traffic-direct-claim-procedure,traffic-accident,traffic-accident-criminal-civil-procedure,traffic-accident,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/traffic-accident/traffic-school-bus-injury-claim,traffic-accident,/guide/traffic-accident/traffic-school-bus-safety-duty,traffic-accident,traffic-school-bus-injury-claim,traffic-accident,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/traffic-accident/traffic-school-bus-injury-claim,traffic-accident,/guide/traffic-accident/traffic-child-aftereffect-evaluation,traffic-accident,traffic-accident-aftereffect-treatment-claim,traffic-accident,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/traffic-accident/traffic-school-bus-injury-claim,traffic-accident,/guide/traffic-accident/traffic-business-liability-insurance,traffic-accident,traffic-accident-bicycle-escooter-liability-range,traffic-accident,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/traffic-accident/traffic-school-bus-injury-claim,traffic-accident,/guide/traffic-accident/traffic-caregiver-loss-calc,traffic-accident,traffic-accident-driver-sudden-loss-consciousness-track,traffic-accident,replace_low,0.678,"sim 0.56, needs review",hold_low_confidence
/guide/traffic-accident/traffic-school-bus-injury-claim,traffic-accident,/guide/traffic-accident/traffic-state-compensation-procedure,traffic-accident,traffic-accident-truck-compensation-special,traffic-accident,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/traffic-accident/traffic-pedestrian-distracted-walk-fault,traffic-accident,/guide/traffic-accident/traffic-fault-ratio-standard,traffic-accident,traffic-accident-fault-ratio-dispute,traffic-accident,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/traffic-accident/traffic-pedestrian-distracted-walk-fault,traffic-accident,/guide/traffic-accident/traffic-12-major-negligence,traffic-accident,traffic-accident-12-major-faults-settlement-impact,traffic-accident,replace_low,0.683,"sim 0.57, needs review",hold_low_confidence
/guide/traffic-accident/traffic-pedestrian-distracted-walk-fault,traffic-accident,/guide/traffic-accident/traffic-crosswalk-liability,traffic-accident,traffic-construction-zone-accident-liability,traffic-accident,replace_low,0.711,"sim 0.62, needs review",hold_low_confidence
/guide/traffic-accident/traffic-pedestrian-distracted-walk-fault,traffic-accident,/guide/traffic-accident/traffic-dashcam-evidence-usage,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/traffic-accident/traffic-pedestrian-distracted-walk-fault,traffic-accident,/guide/traffic-accident/traffic-school-zone-aggravated,traffic-accident,traffic-accident-school-zone-speed,traffic-accident,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/divorce/divorce-elderly-property-division,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-elderly-property-division,divorce,/guide/divorce/divorce-pension-split-claim,divorce,divorce-pension-split-formula,divorce,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/divorce/divorce-elderly-property-division,divorce,/guide/divorce/divorce-special-property-contribution,divorce,divorce-special-property-exclusion-criteria,divorce,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/divorce/divorce-elderly-property-division,divorce,/guide/divorce/divorce-fraudulent-transfer-cancel,divorce,divorce-sham-divorce-creditor-fraudulent-transfer,divorce,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/divorce/divorce-elderly-property-division,divorce,/guide/divorce/divorce-mutual-consent-procedure,divorce,divorce-consensual-intent-withdrawal-procedure,divorce,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/divorce/divorce-couple-joint-debt-rehabilitation,divorce,/guide/divorce/divorce-daily-affairs-debt-liability,divorce,divorce-affair-evidence-admissibility,divorce,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/divorce/divorce-couple-joint-debt-rehabilitation,divorce,/guide/divorce/divorce-rehabilitation-couple-asset,divorce,divorce-cohabitation-property-dissolution,divorce,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/divorce/divorce-couple-joint-debt-rehabilitation,divorce,/guide/divorce/divorce-debt-deduction-formula,divorce,divorce-pension-split-formula,divorce,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/divorce/divorce-couple-joint-debt-rehabilitation,divorce,/guide/divorce/divorce-secret-debt-damages,divorce,divorce-debt-disposal-during-marriage,divorce,replace_low,0.695,"sim 0.59, needs review",hold_low_confidence
/guide/divorce/divorce-couple-joint-debt-rehabilitation,divorce,/guide/divorce/divorce-mutual-consent-procedure,divorce,divorce-consensual-intent-withdrawal-procedure,divorce,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/divorce/divorce-online-game-affair-evidence,divorce,/guide/divorce/divorce-infidelity-damages-procedure,divorce,divorce-international-marriage-procedure,divorce,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/divorce/divorce-online-game-affair-evidence,divorce,/guide/divorce/divorce-third-party-damages-guide,divorce,divorce-third-party-affair-claim,divorce,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/divorce/divorce-online-game-affair-evidence,divorce,/guide/divorce/divorce-affair-evidence-collection-legal,divorce,divorce-alimony-affair-evidence-collection-trial,divorce,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/divorce/divorce-online-game-affair-evidence,divorce,/guide/divorce/divorce-litigation-6month-deadline,divorce,divorce-pet-visitation-agreement-template,divorce,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/divorce/divorce-online-game-affair-evidence,divorce,/guide/divorce/divorce-mutual-consent-procedure,divorce,divorce-consensual-intent-withdrawal-procedure,divorce,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/divorce/divorce-asset-discovered-after-trial,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-asset-discovered-after-trial,divorce,/guide/divorce/divorce-fraudulent-transfer-cancel,divorce,divorce-sham-divorce-creditor-fraudulent-transfer,divorce,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
